Αφρική	Afriko
Πρότυπο:Wikispecies	Ŝablono:Vikispecoj
Κατηγορία:Πρωθυπουργοί των Μπαρμπάντος	Kategorio:Ĉefministroj de Barbado
Πρότυπο:Βικιλεξικό	Ŝablono:Vikivortaro
Κατηγορία:Φράγκοι	Kategorio:Frankoj
Κατηγορία:Ροδοειδή	Kategorio:Rozacoj
Πρότυπο:Χρήστης nl-2	Ŝablono:Vikipediisto nl-2
Πρότυπο:BS3	Ŝablono:FL3
Κατηγορία:Ρωμαίοι	Kategorio:Romianoj
Κατηγορία:Αρχαίοι Γερμανοί	Kategorio:Antikvaj ĝermanoj
Πρότυπο:DEC	Ŝablono:DEK
Κατηγορία:Γελοιογράφοι	Kategorio:Karikaturistoj
Κατηγορία:Εθνόσημα	Kategorio:Blazonoj
Κατηγορία:Θρησκευτικά κτίρια	Kategorio:Religiaj konstruaĵoj
Κατηγορία:Πόλεις της Δανίας	Kategorio:Urboj de Danio
Κατηγορία:Εγκέφαλος	Kategorio:Cerbo
Κατηγορία:Αυτοκινητοβιομηχανίες των ΗΠΑ	Kategorio:Usonaj aŭtomobilfabrikoj
Κατηγορία:Γεωργία (δραστηριότητα)	Kategorio:Agrikulturo
Κατηγορία:Ολοκαύτωμα	Kategorio:Holokaŭsto
Κατηγορία:Πόλεις του Καζακστάν	Kategorio:Urboj de Kazaĥio
Κατηγορία:Γεωγραφία του Καζακστάν	Kategorio:Geografio de Kazaĥio
Κατηγορία:Αμερικανοί χημικοί	Kategorio:Usonaj kemiistoj
Κατηγορία:Ρώσοι χημικοί	Kategorio:Kemiistoj de Rusio
Κατηγορία:Πολιτική του Αζερμπαϊτζάν	Kategorio:Politiko de Azerbajĝano
Κατηγορία:Δανοί επιστήμονες	Kategorio:Danaj sciencistoj
Κατηγορία:Σουηδοί επιστήμονες	Kategorio:Svedaj sciencistoj
Κατηγορία:Δανοί χημικοί	Kategorio:Danaj kemiistoj
Κατηγορία:Κύπριοι	Kategorio:Kipranoj
Κατηγορία:Ναυτιλία	Kategorio:Akva transporto
Κατηγορία:Πολιτική της Κύπρου	Kategorio:Politiko de Kipro
Κατηγορία:Έλληνες επιστήμονες	Kategorio:Grekaj sciencistoj
Κατηγορία:Ιρλανδοί επιστήμονες	Kategorio:Irlandaj sciencistoj
Κατηγορία:Κύπριοι πολιτικοί	Kategorio:Kipraj politikistoj
Κατηγορία:Τάταροι	Kategorio:Tataroj
Κατηγορία:Πρόεδροι της Κύπρου	Kategorio:Prezidantoj de Kipro
Κατηγορία:Ινδικές ταινίες	Kategorio:Barataj filmoj
Κατηγορία:Μικροβιολογία	Kategorio:Mikrobiologio
Κατηγορία:Ποταμοί του Καζακστάν	Kategorio:Riveroj en Kazaĥio
Κατηγορία:Μουσεία στη Γερμανία	Kategorio:Muzeoj en Germanio
Κατηγορία:Μουσεία στο Ηνωμένο Βασίλειο	Kategorio:Muzeoj de Britio
Κατηγορία:Μουσεία στην Ιταλία	Kategorio:Muzeoj de Italio
Κατηγορία:Εκπαίδευση στη Γαλλία	Kategorio:Edukado en Francio
Κατηγορία:Μουσεία στην Ολλανδία	Kategorio:Muzeoj de Nederlando
Κατηγορία:Ιρλανδοί φυσικοί	Kategorio:Irlandaj fizikistoj
Κατηγορία:Άγγλοι χημικοί	Kategorio:Anglaj kemiistoj
Κατηγορία:Οίκος της Σαβοΐας	Kategorio:Dinastio de Savojo
Κατηγορία:Σέρβοι επιστήμονες	Kategorio:Serbaj sciencistoj
Πρότυπο:Επτά θαύματα	Ŝablono:Sep mirindaĵoj
Κατηγορία:Συλβιίδες	Kategorio:Silviedoj
Κατηγορία:Γλώσσες της Ολλανδίας	Kategorio:Lingvoj de Nederlando
Ιπποφαές	Hipofeo
Κατηγορία:Κβαντική μηχανική	Kategorio:Kvantummekaniko
Κατηγορία:Δημόσια Διοίκηση	Kategorio:Publika administracio
Κατηγορία:Πρόεδροι της Δημοκρατίας	Kategorio:Prezidantoj
Κατηγορία:Βουνά	Kategorio:Montoj
Κατηγορία:Ανώτατα Εκπαιδευτικά Ιδρύματα	Kategorio:Universitatoj kaj altlernejoj
Κατηγορία:Μεγάλη Βρετανία	Kategorio:Britio
Πρότυπο:Χρήστης ru	Ŝablono:Vikipediisto ru
Κατηγορία:Ηγέτες εν ενεργεία	Kategorio:Nuntempaj ŝtatestroj
Κατηγορία:20ος αιώνας	Kategorio:20-a jarcento
Πρότυπο:IPA	Ŝablono:IFA
Πρότυπο:ITIS	Ŝablono:ITIS
Πρότυπο:BS2	Ŝablono:FL2
Κατηγορία:Πολιτικοί	Kategorio:Politikistoj
Πρότυπο:Ορφανό	Ŝablono:Orfa
Κατηγορία:Πλανήτες του Ηλιακού Συστήματος	Kategorio:Sunsistemaj planedoj
Κατηγορία:Αμερική	Kategorio:Ameriko
Πρότυπο:Άλλεςχρήσεις	Ŝablono:Aliaj signifoj
Κατηγορία:Μπαχαρικά	Kategorio:Spicoj
Πρότυπο:Άλλεςχρήσεις4	Ŝablono:TemasPri
Μαλαχίας (προφήτης)	Malaĥi (profeto)
Πρότυπο:Πλάγιος τίτλος	Ŝablono:Kursiva titolo
Κατηγορία:Ασφάλεια	Kategorio:Protektado
Κατηγορία:Κινηματογραφικά είδη	Kategorio:Filmĝenroj
Κατηγορία:Βραβευμένοι με Νόμπελ Ειρήνης	Kategorio:Nobel-premiitoj pri paco
Κατηγορία:Στρατιωτικοί σχηματισμοί	Kategorio:Militaj unuoj
Κατηγορία:Βυζαντινή Αυτοκρατορία	Kategorio:Bizanca imperio
Κατηγορία:Παλαιστίνη	Kategorio:Palestino
Κατηγορία:Μεταφραστές	Kategorio:Tradukistoj
Κατηγορία:Σινοθιβετικές γλώσσες	Kategorio:Ĉinotibeta lingvaro
Πρότυπο:Πρόεδροι των ΗΠΑ	Ŝablono:Prezidentoj de Usono
Κατηγορία:Σλοβένοι πολιτικοί	Kategorio:Slovenaj politikistoj
Πρότυπο:Location map Παρίσι	Ŝablono:Situo sur mapo Francio Parizo
Κατηγορία:Πρότυπα γλωσσών χρηστών	Kategorio:Babelaj ŝablonoj
Κατηγορία:Προφήτες	Kategorio:Profetoj
Κατηγορία:Γεωγραφικά διαμερίσματα της Τουρκίας	Kategorio:Regionoj de Turkio
Πρότυπο:Βαβέλ-M	Ŝablono:Babel kadro D
Κατηγορία:Ουάσινγκτον (πολιτεία)	Kategorio:Vaŝingtonio
Κατηγορία:Μυθολογικά όντα	Kategorio:Mitologiaj kreitaĵoj
Κατηγορία:Πόλεις του Μαρόκου	Kategorio:Urboj de Maroko
Κατηγορία:Θεότητες της ελληνικής μυθολογίας	Kategorio:Helenaj gedioj
Πρότυπο:Rellink	Ŝablono:RilataLigilo
Πρότυπο:Αιτιολογικό εύλογης χρήσης	Ŝablono:Informkesto justa uzo
Κατηγορία:Ιστορία ανά χρονική περίοδο	Kategorio:Historio laŭ periodoj
Πρότυπο:Βαβέλ1	Ŝablono:Babel kadro 1
Κατηγορία:Κτίρια και κατασκευές στην Ιταλία	Kategorio:Konstruaĵoj en Italio
Πρότυπο:Πρωτεύουσες αφρικανικών κρατών	Ŝablono:Afrikaj ĉefurboj
Πρότυπο:Κουτί πληροφοριών τηλεοπτικού σταθμού	Ŝablono:Informkesto televida kanalo
Πρότυπο:Πληροφορίες εθνικής ομάδας	Ŝablono:Informkesto etnaj grupoj
Πρότυπο:Τεθωρακισμένο	Ŝablono:Informkesto batalveturilo
Πρότυπο:Κλάδος	Ŝablono:Klado
Κατηγορία:Μονάδες μέτρησης	Kategorio:Mezurunuoj
Πρότυπο:MONTHNAME	Ŝablono:Nomo de monato
Κατηγορία:Αετίδες	Kategorio:Akcipitredoj
Κατηγορία:Βουλγαρική κουζίνα	Kategorio:Bulgara kuirarto
Βικιπαίδεια:GNU Free Documentation License	Vikipedio:GNU Free Documentation License
Πρότυπο:Πληροφορίες πολιτικού	Ŝablono:Informkesto politikisto
Πρότυπο:Commonscat2	Ŝablono:Komunejokat
Κατηγορία:Απομονωμένες γλώσσες	Kategorio:Senparencaj lingvoj
Πρότυπο:Μαθηματικά-επέκταση	Ŝablono:Ĝermo-matematiko
Πρότυπο:Sisterlinks	Ŝablono:Projektoj
Κατηγορία:Επαναστάτες	Kategorio:Revoluciuloj
Πρότυπο:CPV	Ŝablono:CPV
Πρότυπο:Sortname	Ŝablono:Ordiginomo
Κατηγορία:Προσευχές	Kategorio:Preĝoj
Κατηγορία:Μοσχοβίτες	Kategorio:Personoj de Moskvo
Πρότυπο:Border	Ŝablono:Bordero
Κατηγορία:Τουρκική γλώσσα	Kategorio:Turka lingvo
Κατηγορία:Αυτόνομες περιοχές της Ισπανίας	Kategorio:Aŭtonomaj Komunumoj de Hispanio
Κατηγορία:Πειρατεία	Kategorio:Pirato
Κατηγορία:Γεννήσεις το 1879	Kategorio:Naskiĝintoj en 1879
Πρότυπο:URS	Ŝablono:Sovetio
Πρότυπο:MONTHNUMBER	Ŝablono:Nombro de monato
Κατηγορία:Επαρχία Γκαζιαντέπ	Kategorio:Provinco Gaziantep
Κατηγορία:Βιογραφία-επέκταση	Kategorio:Ĝermoj pri biografio
Κατηγορία:Γεννήσεις το 1955	Kategorio:Naskiĝintoj en 1955
Πρότυπο:Top icon	Ŝablono:Titola ikono
Κατηγορία:Γεννήσεις το 1823	Kategorio:Naskiĝintoj en 1823
Κατηγορία:Γεννήσεις το 1963	Kategorio:Naskiĝintoj en 1963
Πρότυπο:Φυσική-επέκταση	Ŝablono:Ĝermo-fiziko
Κατηγορία:Θάνατοι το 1884	Kategorio:Mortintoj en 1884
Κατηγορία:Θάνατοι το 1875	Kategorio:Mortintoj en 1875
Κατηγορία:Γεννήσεις το 1868	Kategorio:Naskiĝintoj en 1868
Μωχάμετ	Mohamedo (nomo)
Κατηγορία:Γεννήσεις το 1812	Kategorio:Naskiĝintoj en 1812
Κατηγορία:Γεννήσεις το 1817	Kategorio:Naskiĝintoj en 1817
Κατηγορία:Γεννήσεις το 1837	Kategorio:Naskiĝintoj en 1837
Κατηγορία:Βραβευμένοι με Νόμπελ Φυσικής	Kategorio:Nobel-premiitoj pri fiziko
Κατηγορία:Θάνατοι το 1863	Kategorio:Mortintoj en 1863
Κατηγορία:Γεννήσεις το 1829	Kategorio:Naskiĝintoj en 1829
Κατηγορία:Βραβευμένοι με Νόμπελ Χημείας	Kategorio:Nobel-premiitoj pri kemio
Κατηγορία:Γεννήσεις το 1998	Kategorio:Naskiĝintoj en 1998
Κατηγορία:Θάνατοι το 1802	Kategorio:Mortintoj en 1802
Κατηγορία:Εβραίοι	Kategorio:Judoj
Κατηγορία:Θάνατοι το 1801	Kategorio:Mortintoj en 1801
Κατηγορία:Γεννήσεις το 1834	Kategorio:Naskiĝintoj en 1834
Πρότυπο:Πάπες Ρώμης	Ŝablono:Papo
Κατηγορία:Μηχανές εσωτερικής καύσης	Kategorio:Eksplodmotoroj
Πρότυπο:Ωκεανία	Ŝablono:Landoj kaj teritorioj de Oceanio
Πρότυπο:Familytree/end	Ŝablono:Genealogia arbo/fino
Κατηγορία:19ος αιώνας	Kategorio:19-a jarcento
Κατηγορία:Συγγραφείς	Kategorio:Verkistoj
Πρότυπο:Παραβίαση copyright	Ŝablono:Neglekto de aŭtororajto
Κατηγορία:Βιολιστές	Kategorio:Violonistoj
Κατηγορία:Στρατός	Kategorio:Armitaj fortoj
Πρότυπο:Κίτρινη κάρτα	Ŝablono:Flava kardo
Κατηγορία:Ευεργέτες	Kategorio:Filantropoj
Κατηγορία:Πανεπιστήμια	Kategorio:Universitatoj
Πρότυπο:Ομόσπονδα κρατίδια της Γερμανίας	Ŝablono:Federaciaj landoj de Germanio
Πρότυπο:Μουσική-επέκταση	Ŝablono:Ĝermo-muziko
Πρότυπο:Κουτί πληροφοριών εκλογών	Ŝablono:Informkesto Baloto
Πρότυπο:Lang-he	Ŝablono:Lang-he
Πρότυπο:ATF	Ŝablono:ATF
Πρότυπο:Increase	Ŝablono:Kresko
Πρότυπο:Κουτί πληροφοριών σημαίας	Ŝablono:Informkesto flago
Κατηγορία:Ηγέτες	Kategorio:Regnestroj
Θεωρία πιθανοτήτων	Probablokalkulo
Πρότυπο:Απάντηση	Ŝablono:Respondo
Κατηγορία:1931	Kategorio:1931
Κατηγορία:1958	Kategorio:1958
Κατηγορία:1956	Kategorio:1956
Κατηγορία:1944	Kategorio:1944
Κατηγορία:1916	Kategorio:1916
Κατηγορία:Πολιτική ανά ήπειρο	Kategorio:Politiko laŭ kontinentoj
Κατηγορία:1939	Kategorio:1939
Κατηγορία:Ποδοσφαιρικές ομάδες Ιταλίας	Kategorio:Italaj futbalteamoj
Κατηγορία:Ποταμοί του Καναδά	Kategorio:Riveroj en Kanado
Πρότυπο:Πληροφορίες καταστροφής	Ŝablono:Informkesto terorisma atako
Κατηγορία:Περιφέρεια Βλαντίμιρ	Kategorio:Vladimira provinco
Κατηγορία:Αγία Πετρούπολη	Kategorio:Sankt-Peterburgo
Κατηγορία:Σουηδικά πολιτικά κόμματα	Kategorio:Politikaj partioj de Svedio
Κατηγορία:Περιφέρεια Βορόνεζ	Kategorio:Voroneĵa provinco
Κατηγορία:Κράι Κρασνοντάρ	Kategorio:Krasnodara regiono
Κατηγορία:Τσέχοι συνθέτες	Kategorio:Ĉeĥaj komponistoj
Πρότυπο:GTM	Ŝablono:GTM
Πρότυπο:Χρήστης pl	Ŝablono:Vikipediisto pl
Κατηγορία:Ιστορία του Μαυροβουνίου	Kategorio:Historio de Montenegro
Πρότυπο:GUM	Ŝablono:GUM
Πρότυπο:MYS	Ŝablono:MYS
Πρότυπο:PLW	Ŝablono:PLW
Πρότυπο:TJK	Ŝablono:TJK
Πρότυπο:Κουτί πληροφοριών ιστοτόπου	Ŝablono:Informkesto retejo
Πρότυπο:Decrease	Ŝablono:Falo
Κατηγορία:Υπηρεσίες Πληροφοριών	Kategorio:Sekretaj servoj
Πρότυπο:Πόλεις της Βόρειας Ρηνανίας-Βεστφαλίας	Ŝablono:Administra divido de Nordrejn-Vestfalio
Κατηγορία:Γεννήσεις το 2003	Kategorio:Naskiĝintoj en 2003
Πρότυπο:Image label end	Ŝablono:Marko sur bildo fino
Πρότυπο:Hiddencat	Ŝablono:Kaŝita kategorio
Πρότυπο:SCO	Ŝablono:SCO
Κατηγορία:Java	Kategorio:Java
Κατηγορία:Θρησκευτικές πίστεις, παραδόσεις και κινήματα	Kategorio:Religiaj kredoj, tradicioj kaj movadoj
Κατηγορία:Παιδιατρική	Kategorio:Pediatrio
Πρότυπο:Υποσελίδα τεκμηρίωσης	Ŝablono:Ŝablona navigado
Πρότυπο:Γαλαξίας	Ŝablono:Informkesto galaksio
Κατηγορία:Έπη	Kategorio:Eposoj
Πρότυπο:Αυστραλία	Ŝablono:Aŭstraliaj ŝtatoj kaj teritorioj
Πρότυπο:GIB	Ŝablono:GIB
Πρότυπο:GHA	Ŝablono:GHA
Πρότυπο:GMB	Ŝablono:GAM
Πρότυπο:Ακατηγοριοποίητο	Ŝablono:Mankas kategorio
Πρότυπο:DMA	Ŝablono:DMA
Πρότυπο:IDN	Ŝablono:IDN
Πρότυπο:FRO	Ŝablono:FRO
Πρότυπο:ZAF	Ŝablono:ZAF
Κετζάλ	Kecaloj
Πρότυπο:Παράθεμα	Ŝablono:Citskatolo
Πρότυπο:CcTLD	Ŝablono:Naciaj domajnoj de plej alta nivelo
Πρότυπο:POL	Ŝablono:POL
Πρότυπο:Rating	Ŝablono:Steloj
Κατηγορία:Πόλεμοι της Ισπανίας	Kategorio:Militoj de Hispanio
Κατηγορία:Κυβέρνηση ανά χώρα	Kategorio:Registaroj laŭ landoj
Πρότυπο:BWA	Ŝablono:BWA
Κατηγορία:Τουρκική Δημοκρατία της Βόρειας Κύπρου	Kategorio:Turka Respubliko Norda Kipro
Πρότυπο:URY	Ŝablono:URY
Κατηγορία:Περκόμορφα	Kategorio:Perkoformaj
Πρότυπο:CUB	Ŝablono:CUB
Πρότυπο:CMR	Ŝablono:CMR
Πρότυπο:COD	Ŝablono:COD
Πρότυπο:BIH	Ŝablono:BIH
Πρότυπο:GIN	Ŝablono:GIN
Πρότυπο:FIN	Ŝablono:FIN
Κατηγορία:Εθνολογικά μουσεία	Kategorio:Etnografiaj muzeoj
Πρότυπο:Τουρκία-επέκταση	Ŝablono:Ĝermo-Turkio
Κατηγορία:Θρησκευτικοί τίτλοι και βαθμοί	Kategorio:Ekleziaj titoloj
Κατηγορία:Αυστριακοί ευγενείς	Kategorio:Aŭstriaj nobeloj
Πρότυπο:Tlx	Ŝablono:Tlx
Πρότυπο:Πληροφορίες ΠΠΚ	Ŝablono:Informkesto Monda Heredaĵo
Κατηγορία:Ζωγραφική	Kategorio:Pentrado
Κατηγορία:Βάσεις δεδομένων	Kategorio:Datumbazoj
Κατηγορία:Κτίρια και κατασκευές στη Γερμανία	Kategorio:Konstruaĵoj en Germanio
Πρότυπο:CAN	Ŝablono:CAN
Κατηγορία:Κάστρα στη Γερμανία	Kategorio:Kasteloj en Germanio
Πρότυπο:Lang-de	Ŝablono:Lang-de
Πρότυπο:Αναφορά	Ŝablono:Atribuo
Πρότυπο:Cc-by-3.0	Ŝablono:Cc-by-3.0
Οράσιο Κάρτες	Horacio Cartes
Πρότυπο:DNK	Ŝablono:DNK
Πρότυπο:Κενή κατηγορία	Ŝablono:Neforigenda kategorio
Κατηγορία:Πόλεις του Σουδάν	Kategorio:Urboj de Sudano
Κατηγορία:Παρτιζάνοι	Kategorio:Gerilo
Κατηγορία:Λιμένες	Kategorio:Haveno
Πρότυπο:Be	Ŝablono:Be
Κατηγορία:Γάλλοι σκηνοθέτες	Kategorio:Francaj reĝisoroj
Κατηγορία:Διαστημική τεχνολογία	Kategorio:Kosmonaŭtiko
Κατηγορία:Βρετανοί σκηνοθέτες	Kategorio:Britaj reĝisoroj
Πρότυπο:Lang-la	Ŝablono:Lang-la
Κατηγορία:Κυματική	Kategorio:Ondmekaniko
Κατηγορία:Μη αναγνωρισμένα κράτη	Kategorio:Memdeklaritaj ŝtatoj
Κατηγορία:Εταιρική μορφή	Kategorio:Tipoj de entreprenoj
Κατηγορία:Αμερικανοί πορνοστάρ	Kategorio:Usonaj pornoaktorinoj
Κατηγορία:Ιταλοί μοντέλα	Kategorio:Italaj fotomodeloj
Πρότυπο:Dead link	Ŝablono:404
Κατηγορία:Γερμανοί μοντέλα	Kategorio:Germanaj fotomodeloj
Κατηγορία:Κοσμολογία	Kategorio:Kosmologio
Πρότυπο:Γκολ	Ŝablono:Golo
Κατηγορία:Αρχηγοί κράτους ανά χώρα	Kategorio:Listoj de regantoj laŭ lando
Πρότυπο:FJI	Ŝablono:FJI
Κατηγορία:Σοβιετικοί στρατιωτικοί	Kategorio:Sovetiaj militistoj
Πρότυπο:Δοκιμή-1	Ŝablono:Eksperimentoj
Πρότυπο:SAU	Ŝablono:SAU
Πρότυπο:Πόλη (Γερμανία)	Ŝablono:Informkesto germania komunumo
Κατηγορία:Καταλανοί	Kategorio:Katalunoj
Πρότυπο:Σελίδα χρήστη	Ŝablono:Uzula paĝo
Πρότυπο:DEU	Ŝablono:DEU
Πρότυπο:MySpace	Ŝablono:Myspace
Πρότυπο:CYM	Ŝablono:CAY
